event_id,category_id,name,time
243930425,4,2017 Nashville Walk to End Alzheimers - October 14th,2017-10-14 12:00:00
244208851,26,Steak Dinner on the Patio,2017-10-15 00:15:00
pxlktnywnbfb,33,Schedule Meetup,2017-10-03 23:30:00
244444551,2,"Happy Hour Wednesday, Jonathan's Green Hills, Oct. 25",2017-10-25 22:30:00
244257722,2,"Happy Hour Wednesday, Brentwood, Oct. 18",2017-10-18 22:30:00
243997614,2,"Cocktails at the Top, Brentwood ",2017-10-12 23:30:00
243711748,2,Happy Hour Wednesday ,2017-09-28 00:00:00
243587675,2,Tennessee Craft Fair on Sunday Afternoon 9/24,2017-09-24 18:00:00
243026202,2,3rd Weds. Lunch mixer at O'Charleys,2017-09-20 16:30:00
243475377,2,Trivia Night at Plantation Pub,2017-09-19 23:00:00
243026119,2,1st Tuesday Ladies Lunch at Chili's Bellevue,2017-09-05 16:30:00
242392448,2,Ladies Lunch at O'Charley'­s on Thursday,2017-08-24 16:30:00
241886029,2,3rd Weds. Networking Lunch Mixer at O'Charleys,2017-08-16 16:30:00
241730271,2,Lunch Mixer at O'Charley'­s on Thursday July 20,2017-07-20 16:30:00
240193613,2,Ladies Lunch Social at O'Charley'­s on Thursday June 1,2017-06-01 18:00:00
239944117,2,Cocktails & Networking at the Top May 17,2017-05-17 23:30:00
238479980,2,Ladies Lunch in Bellevue March 23 at 1 pm,2017-03-23 18:00:00
237736080,2,Ladies Lunch Feb. 16 at 1 pm,2017-02-16 19:00:00
234178292,2,Happy Hour Wednesdays at Jonathan's in Bellevue,2016-10-19 23:00:00
234008415,2,Happy Hour Wednesdays at Jonathan's in Bellevue Sept. 21,2016-09-21 23:00:00
233855117,2,Happy Hour Wednesdays at Jonathan's in Bellevue,2016-09-07 23:00:00
233579762,2,"Easy Beginner's Hike at Edwin Warner, Sun. 6:30",2016-08-28 23:30:00
233579670,2,Happy Hour Wednesday at Hilton Garden Inn Aug. 24,2016-08-24 22:30:00
233476897,2,"Easy Beginner's Hike at Edwin Warner, Sun. 6:30",2016-08-21 23:30:00
233235249,2,Happy Hour Wednesday at Hilton Garden Inn Aug. 10,2016-08-10 22:30:00
232668583,2,Networking Happy Hour at Hilton Garden Inn in Brentwood July 20,2016-07-20 22:30:00
232642712,2,Entrepreneurship in the 21st Century,2016-07-16 22:00:00
232543768,2,Networking Happy Hour at Hilton Garden Inn in Brentwood July 13,2016-07-13 22:30:00
231460443,2,"Skincare Workshop at Lotus Blooming Yoga in Bellevue, Sun, June 19",2016-06-19 19:00:00
231912692,2,Happy Hour Tonight!,2016-06-15 22:30:00
231274089,2,Lunch Mixer Thursday May 26,2016-05-26 18:00:00
231104506,2,Tennessee Ren Fest Saturday May 21,2016-05-21 14:30:00
231090426,2,Networking Happy Hour at Hilton Garden Inn in Brentwood May 18,2016-05-18 22:30:00
230900387,2,Lunch Mixer Thursday May 12,2016-05-12 18:00:00
230972361,2,Networking Happy Hour at Hilton Garden Inn in Brentwood May 11,2016-05-11 22:30:00
230934372,2,Just for Fun: Tennessee Ren Fest Saturday May 7,2016-05-07 14:30:00
239499597,2,The Basics of cloud Computing,2017-06-28 15:00:00
239945716,2,Carnegie Writers/Green Hills Library,2017-06-24 20:00:00
236180427,2,Wired Senior Workshop,2017-01-19 00:00:00
233471167,2,Wired Senior Workshop,2016-10-27 23:00:00
233830558,2,"Consider ""storytelling by resume""?",2016-09-19 13:00:00
232878772,2,Work on your LinkedIn Profile,2016-08-08 12:00:00
231005223,2,"""iPhoneBasics""",2016-06-07 16:30:00
230056380,2,Journaling/Blogging/Podcasting CraftContent 2016,2016-04-09 14:00:00
227618948,2,Communicating in The 21st Century,2016-03-17 23:00:00
227618936,2,Communicating in The 21st Century,2016-03-01 16:00:00
227044616,2,Communicating in The 21st Century,2016-02-03 00:30:00
226349699,2,Talk about the five steps to create a successful podcast,2015-11-03 01:00:00
244446326,8,"Happy Hour Wednesday, Jonathan's Green Hills, Oct. 25",2017-10-25 22:30:00
244262821,8,"Happy Hour Wednesday, Brentwood, Oct. 18",2017-10-18 22:30:00
243988264,8,Wine Down Thursday in Brentwood,2017-10-12 23:30:00
243869312,8,"Wine Down Thursday, Murfreesboro",2017-10-05 22:00:00
243711769,8,Happy Hour Wednesday ,2017-09-28 00:00:00
243240368,8,3rd Weds. Lunch mixer at O'Charleys,2017-09-20 16:30:00
243075137,8,1st Tuesday Ladies Lunch at Chili's Bellevue,2017-09-05 16:30:00
242775576,8,Lunch Mixer at O'Charley'­s on Thursday,2017-08-24 16:30:00
241779221,8,Networking Lunch at O'Charley'­­s Bellevue Thursday July 20,2017-07-21 04:30:00
240191942,8,"Ladies Lunch Social at O'Charley's Bellevue on Thursday, June 1",2017-06-01 18:00:00
240041511,8,Cocktails & Networking at the Top May 17,2017-05-17 23:30:00
234867689,8,****Meet me at the Business Boutique (2-day event)****,2016-11-04 13:30:00
234847818,8,First meet up *** Happy Hour***,2016-10-26 23:00:00
nvrmwnywnbzb,34,Come to this FREE meeting to learn more about our Digital Currency Software,2017-10-20
zmrsvnywnbkb,33,Schedule a Meetup,2017-10-07 22:00:00
243717563,14,Join the Essential Oil Journey (Evening Hours!),2017-10-10 23:00:00
zjjbvnywnbmb,14,Join The Essential Oil Journey,2017-10-09 15:00:00
243649886,33,Franklin/Nashville Parental Alienation Support,2017-10-26 23:30:00
242809790,33,Franklin/Nashville Parental Alienation Support,2017-09-21 23:30:00
242094947,33,Franklin/Nashville Parental Alienation Support,2017-08-24 23:30:00
241556640,33,Franklin/Nashville Parental Alienation Support,2017-07-27 23:30:00
240463114,22,Saturday June 3rd First Meetup For Witch's United,2017-06-03 16:00:00
pjpnwnywnbwb,2,Bring your business cards and be ready to tell about yourself,2017-10-18
thpnwnywnbwb,2,Bring your business cards and be ready to tell about yourself,2017-10-18
243191812,2,WORKSHOP EXCLUSIVELY FOR WOMEN: How Not to Run Out of Money in Retirement,2017-10-10 23:30:00
244176688,30,We're on!  Our first meetup opportunity is here!,2017-10-16 23:15:00
244260247,1,Free Music Day @ Schermerhorn!,2017-10-21 17:00:00
243952541,1,Southern Festival of Books,2017-10-13 17:00:00
242620496,1,Volunteer Opportunity @ Southern Festival of Books,2017-09-30 17:00:00
243534371,1,Kenny Loggins at Nashville Symphony,2017-09-30 00:00:00
241622756,1,Solar Eclipse Viewing Party & Festival @ Adventure Science Center,2017-08-21 15:00:00
242493691,1,"Flash Movie ""Girls Trip""",2017-08-13 20:00:00
241622468,1,Marigolds Author Coffee & Conversation @ The Avenue,2017-07-29 18:00:00
241361103,1,Lunch @ Salsa Puerto Rican and Latin Cuisine in the Gulch,2017-07-22 19:00:00
240244969,18,The Great Meeting,2017-06-01 17:00:00
nwnntnywnbgc,2,Tuesday Meeting,2017-10-24 12:00:00
cjvbwnywnbgc,2,Tuesday Networking,2017-10-24 12:00:00
nwnntnywnbwb,2,Tuesday Meeting,2017-10-17 12:00:00
cjvbwnywnbwb,2,Tuesday Networking,2017-10-17 12:00:00
nwnntnywnbnb,2,Tuesday Meeting,2017-10-10 12:00:00
nwnntnywnbfb,2,Tuesday Meeting,2017-10-03 12:00:00
zwgntnywnbjc,14,Motivate and support other diabetics on their path to greater well-being.,2017-10-27
zwgntnywnbzb,14,Motivate and support other diabetics on their path to greater well-being.,2017-10-20
241215543,13,Tennessee Brew Works- first meeting!,2017-07-19 00:30:00
244479480,9,Moss Wright Park Meetup,2017-10-28 12:30:00
244293547,9,Moss Right Park,2017-10-21 13:00:00
244246979,9,Moss Right Park,2017-10-17 23:00:00
241173421,11,Picnic and Hack at Old Stone Fort,2017-07-08 18:00:00
240970877,11,Farm and Trivia,2017-06-28 23:00:00
244441929,23,Baby Wearing and Stroller (off road) Hike,2017-10-24 15:00:00
243852102,23,Baby Wearing Hike 10/3,2017-10-03 15:00:00
243658466,23,Baby Wearing Group Hike ,2017-09-26 15:00:00
243468926,23,Wed 9/20 Baby Wearing Group Hike,2017-09-20 15:00:00
242971373,23,Denise Vaughn's Baby Wearing Group Hike,2017-09-06 15:00:00
233512149,31,An Evening of Grace and Conversation,2016-09-10
243739470,2,Nashville IIBA 2017 Professional Day - Game Changer,2017-10-25 13:00:00
wnbpkmywnbkc,21,"Create  music, video , graphics content for stereo vison.",2017-10-27 22:00:00
wnbpkmywmbmc,21,"Create  music, video , graphics content for stereo vison.",2017-09-29 22:00:00
wnbpkmywlbhc,21,"Create  music, video , graphics content for stereo vison.",2017-08-25 22:00:00
wnbpkmywkblc,21,"Create  music, video , graphics content for stereo vison.",2017-07-28 22:00:00
wnbpkmywjbnc,21,"Create  music, video , graphics content for stereo vison.",2017-06-30 22:00:00
wnbpkmywhbjc,21,"Create  music, video , graphics content.",2017-05-26 22:00:00
wnbpkmywgblc,21,"Create  music, video , graphics content for stereo vison.",2017-04-28 22:00:00
wnbpkmywfbpc,21,"Create  music, video , graphics content for stereo vision.",2017-03-31 22:00:00
wnbpkmywfbgb,21,Communicate  your audatious  and unique ideas to me in advance.,2017-03-04 18:00:00
wnbpkmywdbgb,21,Communicate  your audatious  A/V  music performance  ideas.,2017-02-04 18:00:00
243942299,31,Transplant meet up with cocktails,2017-10-14 23:00:00
244492876,9,Edwin Warner Park then Lunch!,2017-10-29 15:30:00
244322390,9,Saturday Afternoon Ride!,2017-10-21 20:00:00
243916863,9,First ride this Friday! (supposed to rain on the weekend),2017-10-06 15:30:00
243406210,15,How To Keep Hookah In Nashville,2017-09-30
243637412,15,HooKaH HeAdS UniTe!,2017-09-30
243392954,15,HooKaH HeAdS UniTe!,2017-09-16
243190553,15,Hookah heads First Meet Up.,2017-09-15
244125517,6,Introduction to the Landmark Forum,2017-10-14 19:00:00
242338932,6,Transform Tennessee River Valley Get Together,2017-08-12 21:00:00
237142654,6,1st Meetup,2017-02-01 01:00:00
238411140,32,Brews to beat the Brewers,2017-04-15 17:00:00
237329385,32,Catchers and Pitchers Report!.... Spring Training 1st Game,2017-02-25 18:00:00
237162810,32,Reds Caravan 2017,2017-01-27 23:30:00
241401020,25,Exploration into Foster Care,2017-08-03 23:30:00
243132124,2,Let's Meet! ,2017-10-12 18:00:00
240296962,10,AIP Community Meeting and Potluck,2017-06-17 16:00:00
243775803,4,Let's Get Started!  Looking Forward to our First Official Meetup!,2017-10-23 23:30:00
fqspvnywnbhc,2,Grace Business Networking Group,2017-10-25 13:00:00
fqspvnywnbxb,2,Come to Networking meeting 8:00 AM to Network your business,2017-10-18 13:00:00
fqspvnywnbpb,2,Grace Business Networking Group,2017-10-11 13:00:00
sddfvnywnbgb,2,Grace Business Networking Group,2017-10-04 13:00:00
242797674,33,Let's meet up to support each other and our children with LD/Dyslexia.,2017-09-23 14:00:00
242797792,33,Let's walk to raise awareness of LD/Dyslexia,2017-09-17 18:00:00
241687663,33,Let's meet up to support each other and our children with LD/Dyslexia.,2017-07-15 14:00:00
237706084,33,Let's meet up to support each other and our children with LD/Dyslexia.,2017-05-13 14:00:00
237706071,33,POSTPONED DUE TO WEATHER: LD/Dyslexia.,2017-03-11 15:00:00
234477354,33,January Support Group,2017-01-21 15:00:00
234477303,33,November Support Group,2016-11-19 15:00:00
233258817,33,Let's meetup and hear how it's going...,2016-09-17 14:00:00
231336995,33,Popsicles on the Playground - Family Event,2016-06-05 20:00:00
229127997,33,Winding down the school year - what's your plan for next year?,2016-04-23 14:00:00
228613265,33,Let's meet up to support each other and our children with dyslexia.,2016-02-27 15:00:00
244583263,28,11th session- Family,2017-10-28 20:00:00
244321194,28,10th session- know thyself,2017-10-21 20:00:00
244164027,28,Study session- Obsession,2017-10-14 20:00:00
243970739,28,Study session-Mediumship,2017-10-07 19:45:00
243748598,28,Discussion on the plurality of the worlds,2017-09-30 20:00:00
243524770,28,Discussion on discarnation (passing away),2017-09-23 20:00:00
243336901,28,Reincarnation discussion,2017-09-16 20:00:00
242958789,28,"5th session- Spirit, perispirit and the body",2017-09-09 20:00:00
242730785,28,4th session- Spiritism and Allan Kardec,2017-08-26 21:00:00
242575017,28,3rd session- Jesus- please send me a message inbox so I can send you the chapter,2017-08-19 21:00:00
242363462,28,Meeting #2- God- Please send me your email inbox so I can send you the 1st chptr,2017-08-12 21:00:00
240769837,28,UPDATE!!Introducing Spiritism with members from the Charlotte Spiritist Center,2017-08-06 15:30:00
243488298,12,Meetup Lunch,2017-10-03 17:00:00
242926475,2,Meet and greet..Just us service providers sharing ideas and tips,2017-09-20 21:00:00
fpndtnywnbcc,29,FALL SEASON III GUILD BALL LEAGUE,2017-10-21 05:00:00
fpndtnywnbwb,29,FALL SEASON III GUILD BALL LEAGUE,2017-10-17 05:00:00
fpndtnywnbsb,29,FALL SEASON III GUILD BALL LEAGUE,2017-10-14 05:00:00
fpndtnywnbnb,29,FALL SEASON III GUILD BALL LEAGUE,2017-10-10 05:00:00
243396218,29,Wrath of Kings: Conquest of Kings Tournament,2017-10-07 17:00:00
fpndtnywnbkb,29,FALL SEASON III GUILD BALL LEAGUE,2017-10-07 05:00:00
fpndtnywnbfb,29,FALL SEASON III GUILD BALL LEAGUE,2017-10-03 05:00:00
fpndtnywmbnc,29,FALL SEASON III GUILD BALL LEAGUE,2017-09-30 05:00:00
fpndtnywmbjc,29,FALL SEASON III GUILD BALL LEAGUE,2017-09-26 05:00:00
fpndtnywmbhc,29,FALL SEASON III GUILD BALL LEAGUE,2017-09-25 05:00:00
240964986,29,Wrath of Kings July 2017 Week 4,2017-07-22 20:00:00
240964840,29,Wrath of Kings July 2017 Week 3,2017-07-15 20:00:00
240964642,29,Wrath of Kings July 2017 Week 2,2017-07-08 20:00:00
mxrcjnywkbgb,29,GC2 - Guild Ball Summer League 2017 (5-Weeks),2017-07-04 23:00:00
240919794,29,Wrath of Kings Demo,2017-07-01 20:00:00
mxrcjnywjbkc,29,GC2 - Guild Ball Summer League 2017 (5-Weeks),2017-06-27 23:00:00
mxrcjnywjbbc,29,GC2 - Guild Ball Summer League 2017 (5-Weeks),2017-06-20 23:00:00
227267904,34,SaltConf16,2016-04-19 13:00:00
244073127,29,Day of the Dead Face Painting,2017-10-15 19:00:00
243626790,29,Nashville's 38th Annual Oktoberfest Parade and Beer Festival,2017-10-07 17:30:00
243627655,29,Lunch at Gerst Haus,2017-10-07 16:00:00
243635917,29,Day of the Dead Face Painting Techniques,2017-10-01 19:00:00
243560370,29,"Coffee First, then Let's Get Costumes at Performance Studios",2017-09-30 15:00:00
229367987,28,"Is the Holy Spirit the key to ""COEXIST"" becoming a reality?",2016-03-19 19:00:00
228826479,28,Is Christian Unity good for the poor?,2016-02-20 21:00:00
228372137,28,"""All Things are Possible with God""",2016-02-06 20:00:00
cfjfjlyvcbnc,28,Topic to be announced,2016-01-30 20:00:00
228200220,28,With God ALL THINGS ARE POSSIBLE!!!,2016-01-23 20:00:00
cfjfjlyvcbvb,28,Topic to be announced,2016-01-16 20:00:00
227760340,28,Fate vs. Faith in determining the future,2016-01-09 20:00:00
cfjfjlytqbzb,28,Topic to be announced,2015-12-19 20:00:00
cfjfjlytqbhb,28,IS God Really Love?,2015-12-05 20:00:00
226440187,28,Is Eternal Hell Real?,2015-11-14 20:00:00
cfjfjlytpbkb,28,Topic to be announced,2015-11-07 20:00:00
238241648,34,"Meetup for iOS equipped,  skilled (at least basic) #RESIST AV producers",2017-03-15 00:00:00
235000790,34,Lets gets started ASAP! Before election day? November 7th?,2016-11-08 01:00:00
240006875,25,Family Picnic at Bellevue Red Caboose Park,2017-05-20 17:00:00
238501010,25,Join Us for Hiking in Edwin Warner Park~,2017-03-26 19:00:00
243301208,9,Achilles Nashville Hope & Possibility 5 Miler and 1 Mile Run,2017-10-21 13:00:00
237681964,32,CANADIAN ROCKIES GOLF SAVE $200 WITH EARLY BOOKING dbl ocpy,2017-08-06 00:00:00
234642222,32,Join us for an awesome Travel and Golf Adventure in the Canadian Rockies August,2017-08-05 19:00:00
242467613,1,Nashville Urban Planning October Meet Up,2017-10-07 15:00:00
hvbxpnywnbkb,1,Nashville Urban Planning October Meet-Up,2017-10-07 15:00:00
hvbxpnywmbdb,1,Nashville Urban Planning September Meet-Up,2017-09-02 15:00:00
241965014,1,Monthly Meet-Up to discuss urban planning and new construction in Nashville.,2017-08-05 15:00:00
243040831,2,Home Buyer Seminar,2017-09-26 23:30:00
242759624,2,Home Buyer Seminar ,2017-08-29 23:30:00
240485098,31,Obit movie at the Belcourt,2017-06-08 23:00:00
238779646,31,Death Cafe Meeting,2017-04-27 23:00:00
244334721,28,Nail Your Theses! The next 500 years of Christianity...,2017-10-24
241901625,28,Solar Eclipse After-Party,2017-08-22
240835965,28,Amish on Mars: will faith pioneer the final frontier?,2017-07-21
240662909,28,Siri & the Soulwhat does A.I. tell us about being human?,2017-06-16
239206676,28,"Technological Immortality, Life Extension & Christianity",2017-05-12
238840255,28,Can Science & Religion work together to Create a Better Future?,2017-04-14
233091851,4,Introduction to Nonprofits/Grantwriting,2016-09-08 19:00:00
232729387,4,Basics of Starting and Sustaining a Nonprofit,2016-08-03 19:00:00
242776081,32,SHOOT & MINGLE!  (Special Group Rates),2017-09-06 23:00:00
237893575,32,Ladies Indoor Range Practice,2017-03-07 00:00:00
sdcmnlyvkbqb,9,Let's meet and talk about how to exercise while you rest!,2016-07-12 23:30:00
sdcmnlyvjbsb,9,Let's meet and talk about how to exercise while you rest!,2016-06-14 23:30:00
sdcmnlyvhbnb,9,Let's meet and talk about how to exercise while you rest!,2016-05-10 23:30:00
sdcmnlyvgbqb,9,Let's meet and talk about how to exercise while you rest!,2016-04-12 23:30:00
sdcmnlyvfblb,9,Let's meet and talk about how to exercise while you rest!,2016-03-09 00:30:00
sdcmnlyvdbmb,9,Let's meet and talk about how to exercise while you rest!,2016-02-10 00:30:00
sdcmnlyvcbqb,9,Let's meet and talk about how to exercise while you rest!,2016-01-13 00:30:00
242102031,34,Magento 2 B2B demo at the Refinery!,2017-08-31 23:00:00
243305432,2,Real Estate Industry And Coffee ,2017-10-11 14:00:00
243556357,2,Real Estate And WINE,2017-10-03 22:00:00
243024248,2,Real Estate Industry And Coffee ,2017-09-12 14:00:00
243682923,14,Bhakti Yoga Public Program (Free of Charge) - October 2017,2017-10-15 21:00:00
243589984,14,Bhakti Yoga Public Program (Free of Charge) - September 2017,2017-09-24 21:00:00
239610618,15,Cool-Colored Foliage Arrangement,2017-06-16
233793661,34,Pure Storage Nashville Meetup at Yazoo Tap Room,2016-09-21 22:00:00
240532499,32,Play Ball! ,2017-06-10 16:00:00
230469545,14,Open public friendly push hands gathering,2016-04-20 23:30:00
239678500,18,Deep - by C.N. Phillips   Book Discussion,2017-10-28 20:00:00
239676973,18,Middlesex - Book Discussion,2017-09-30 20:00:00
239676865,18,No One is Coming to Save Us - Book Discussion,2017-08-26 20:00:00
239676754,18,CANCELLED- Finding Gideon - Book Discussion,2017-07-22 20:00:00
241553652,18,CANCELLED- Finding Gideon - Book Discussion,2017-07-10 15:00:00
239265962,18,Book Discussion: The Secrets Between These Walls,2017-06-24 20:00:00
237994653,18,The Mothers - Book Discussion,2017-05-20 18:00:00
237961610,18,The Silent Wife: A Novel - Book Discussion,2017-04-29 20:00:00
238580113,18,Ms. Bella Pageant,2017-04-21 23:15:00
237674735,18,Forty Acres- Book Discussion,2017-03-25 20:00:00
236777375,18,Loving Donovan-Book Discussion,2017-02-18 21:00:00
235699507,18,Discussing: The Couple Next Door,2017-01-07 21:00:00
235099346,18,Discussing: I Almost Forgot About You by Terri McMillian,2016-11-19 21:00:00
243966491,16,BBQ and beer. Poquito espańol. ,2017-10-12 23:00:00
243634313,16,Beer and Tacos ?  poquito espańol ...,2017-10-05 23:00:00
235149668,34,Inaugural meeting ,2016-11-21 14:00:00
243265876,14,FREE Introduction to Hyonosis & NLP (Come Have Fun Learning),2017-09-16 21:00:00
msdswnywnblc,16,Monthly Meet and Eat!,2017-10-28 22:30:00
243482025,16,Japanese Moon Viewing Celebration,2017-10-08 20:45:00
243482324,16,Celebrate Nashville Cultural Festival,2017-10-07 15:00:00
243803866,16,Eat and Chat at Seoul Garden,2017-10-01 22:00:00
244278467,34,Nashville Cryptocurrency and Ecommerce ,2017-10-20
ctjgqnywnbpb,32,Happy Hour At Bar Louie In The Gulch!!!,2017-10-11 22:30:00
ctjgqnywnbgb,32,Happy Hour At Bar Louie In The Gulch!!!,2017-10-04 22:30:00
ctjgqnywmbkc,32,Happy Hour At Bar Louie In The Gulch!!!,2017-09-27 22:30:00
ctjgqnywmbbc,32,Happy Hour At Bar Louie In The Gulch!!!,2017-09-20 22:30:00
ctjgqnywmbrb,32,Happy Hour At Bar Louie In The Gulch!!!,2017-09-13 21:30:00
ctjgqnywmbjb,32,Happy Hour At Bar Louie In The Gulch!!!,2017-09-06 21:30:00
ctjgqnywlbnc,32,Happy Hour At Bar Louie In The Gulch!!!,2017-08-30 21:30:00
ctjgqnywlbfc,32,Happy Hour At Bar Louie In The Gulch!!!,2017-08-23 21:30:00
ctjgqnywlbvb,32,Happy Hour At Bar Louie In The Gulch!!!,2017-08-16 21:30:00
243861892,2,Networking in The Nations,2017-10-26 22:30:00
243861827,2,Networking in The Nations,2017-10-11 13:00:00
243185984,2,Networking in The Nations,2017-09-28 22:30:00
243021557,2,First Meet - Networking,2017-09-07 12:30:00
241968403,14,Essential oil blendology ,2017-08-26 15:00:00
241063498,14,Blendology - essential oil blending ,2017-07-22 15:00:00
240240233,14,Bring your own essential oils or we will have some available for purchase.,2017-06-24 15:00:00
236909728,31,"New Year, New You!!",2017-01-27 01:00:00
235996797,31,Dance the Holiday Stress Away,2016-12-09 01:00:00
235252965,31,Come enjoy a night of dancing!,2016-11-04 00:00:00
235027271,31,Come enjoy a night of dancing!,2016-10-28 00:00:00
243589459,34,Socialize and code,2017-10-20
242951707,34,Socialize and code,2017-09-22
242533884,34,Socialize and code,2017-08-25
242190292,34,Socialize and code,2017-08-04
241373487,34,Code and socialize,2017-07-14
240634805,34,Code and socialize,2017-06-23
240391192,34,Code!,2017-06-07
228998222,33,Join us for the First Meetup!,2016-03-04
242254396,23,Let's meet/greet/ride at Blue Moon Grille at Rock Harbor 3pm Saturday the 12th,2017-08-12 20:00:00
243711311,34,"The Interactive Trifecta; Filters, Parameters, and Actions",2017-10-24 22:30:00
dkwpqywnbfc,11,Weekly tournament,2017-10-23 23:30:00
dkwpqywnbvb,11,Weekly tournament,2017-10-16 23:30:00
dkwpqywnbmb,11,Weekly tournament,2017-10-09 23:30:00
dkwpqywnbdb,11,Weekly tournament,2017-10-02 23:30:00
dkwpqywmbhc,11,Weekly tournament,2017-09-25 23:30:00
dkwpqywmbxb,11,Weekly tournament,2017-09-18 23:30:00
dkwpqywmbpb,11,Weekly tournament,2017-09-11 23:30:00
dkwpqywmbgb,11,Weekly tournament,2017-09-04 23:30:00
dkwpqywlblc,11,Weekly tournament,2017-08-28 23:30:00
dkwpqywlbcc,11,Weekly tournament,2017-08-21 23:30:00
dkwpqywlbsb,11,Weekly tournament,2017-08-14 23:30:00
dkwpqywlbkb,11,Weekly tournament,2017-08-07 23:30:00
dkwpqywkbpc,11,Weekly tournament,2017-07-31 23:30:00
dkwpqywkbgc,11,Weekly tournament,2017-07-24 23:30:00
dkwpqywkbwb,11,Weekly tournament,2017-07-17 23:30:00
dkwpqywkbnb,11,Weekly tournament,2017-07-10 23:30:00
dkwpqywkbfb,11,Weekly tournament,2017-07-03 23:30:00
dkwpqywjbjc,11,Weekly tournament,2017-06-26 23:30:00
dkwpqywjbzb,11,Weekly tournament,2017-06-19 23:30:00
dkwpqywjbqb,11,Weekly tournament,2017-06-12 23:30:00
dkwpqywjbhb,11,Weekly tournament,2017-06-05 23:30:00
dkwpqywhbmc,11,Weekly tournament,2017-05-29 23:30:00
dkwpqywhbdc,11,Weekly tournament,2017-05-22 23:30:00
dkwpqywhbtb,11,Weekly tournament,2017-05-15 23:30:00
dkwpqywhblb,11,Weekly tournament,2017-05-08 23:30:00
dkwpqywhbcb,11,Weekly tournament,2017-05-01 23:30:00
dkwpqywgbgc,11,Weekly tournament,2017-04-24 23:30:00
dkwpqywgbwb,11,Weekly tournament,2017-04-17 23:30:00
dkwpqywgbnb,11,Weekly tournament,2017-04-10 23:30:00
dkwpqywgbfb,11,Weekly tournament,2017-04-03 23:30:00
dkwpqywfbkc,11,Weekly tournament,2017-03-27 23:30:00
dkwpqywfbbc,11,Weekly tournament,2017-03-20 23:30:00
dkwpqywfbrb,11,Weekly tournament,2017-03-13 23:30:00
dkwpqywfbjb,11,Weekly tournament,2017-03-07 00:30:00
dkwpqywdbkc,11,Weekly tournament,2017-02-28 00:30:00
dkwpqywdbbc,11,Weekly tournament,2017-02-21 00:30:00
dkwpqywdbrb,11,Weekly tournament,2017-02-14 00:30:00
dkwpqywdbjb,11,Weekly tournament,2017-02-07 00:30:00
dkwpqywcbnc,11,Weekly tournament,2017-01-31 00:30:00
dkwpqywcbfc,11,Weekly tournament,2017-01-24 00:30:00
dkwpqywcbvb,11,Weekly tournament,2017-01-17 00:30:00
dkwpqywcbmb,11,Weekly tournament,2017-01-10 00:30:00
dkwpqywcbdb,11,Weekly tournament,2017-01-03 00:30:00
dkwpqyvqbjc,11,Weekly tournament,2016-12-27 00:30:00
dkwpqyvqbzb,11,Weekly tournament,2016-12-20 00:30:00
dkwpqyvqbqb,11,Weekly tournament,2016-12-13 00:30:00
dkwpqyvqbhb,11,Weekly tournament,2016-12-06 00:30:00
dkwpqyvpblc,11,Weekly tournament,2016-11-29 00:30:00
dkwpqyvpbcc,11,Weekly tournament,2016-11-22 00:30:00
dkwpqyvpbsb,11,Weekly tournament,2016-11-15 00:30:00
dkwpqyvpbkb,11,Weekly tournament,2016-11-08 00:30:00
dkwpqyvnbpc,11,Weekly tournament,2016-10-31 23:30:00
dkwpqyvnbgc,11,Weekly tournament,2016-10-24 23:30:00
dkwpqyvnbwb,11,Weekly tournament,2016-10-17 23:30:00
dkwpqyvnbnb,11,Weekly tournament,2016-10-10 23:30:00
dkwpqyvnbfb,11,Weekly tournament,2016-10-03 23:30:00
dkwpqyvmbjc,11,Weekly tournament,2016-09-26 23:30:00
dkwpqyvmbzb,11,Weekly tournament,2016-09-19 23:30:00
dkwpqyvmbqb,11,Weekly tournament,2016-09-12 23:30:00
dkwpqyvmbhb,11,Weekly tournament,2016-09-05 23:30:00
dkwpqyvlbmc,11,Weekly tournament,2016-08-29 23:30:00
dkwpqyvlbdc,11,Weekly tournament,2016-08-22 23:30:00
dkwpqyvlbtb,11,Weekly tournament,2016-08-15 23:30:00
dkwpqyvlblb,11,Weekly tournament,2016-08-08 23:30:00
dkwpqyvlbcb,11,Weekly tournament,2016-08-01 23:30:00
dkwpqyvkbhc,11,Weekly tournament,2016-07-25 23:30:00
dkwpqyvkbxb,11,Weekly tournament,2016-07-18 23:30:00
dkwpqyvkbpb,11,Weekly tournament,2016-07-11 23:30:00
dkwpqyvkbgb,11,Weekly tournament,2016-07-04 23:30:00
dkwpqyvjbkc,11,Weekly tournament,2016-06-27 23:30:00
dkwpqyvjbbc,11,Weekly tournament,2016-06-20 23:30:00
dkwpqyvjbrb,11,Weekly tournament,2016-06-13 23:30:00
dkwpqyvjbjb,11,Weekly tournament,2016-06-06 23:30:00
dkwpqyvhbnc,11,Weekly tournament,2016-05-30 23:30:00
dkwpqyvhbfc,11,Weekly tournament,2016-05-23 23:30:00
dkwpqyvhbvb,11,Weekly tournament,2016-05-16 23:30:00
dkwpqyvhbmb,11,Weekly tournament,2016-05-09 23:30:00
dkwpqyvhbdb,11,Weekly tournament,2016-05-02 23:30:00
dkwpqyvgbhc,11,Weekly tournament,2016-04-25 23:30:00
dkwpqyvgbxb,11,Weekly tournament,2016-04-18 23:30:00
dkwpqyvgbpb,11,Weekly tournament,2016-04-11 23:30:00
